"player","lineup","sumgp","player_name","lineup_name"
203935,101138,49,"Marcus Smart","Brandon Bass"
203935,202323,49,"Marcus Smart","Evan Turner"
203935,203096,16,"Marcus Smart","Jared Sullinger"
203935,203092,33,"Marcus Smart","Tyler Zeller"
203952,203476,39,"Andrew Wiggins","Gorgui Dieng"
203952,203498,27,"Andrew Wiggins","Shabazz Muhammad"
203952,2590,23,"Andrew Wiggins","Mo Williams"
203952,201152,39,"Andrew Wiggins","Thaddeus Young"
203953,203507,15,"Jabari Parker","Giannis Antetokounmpo"
203953,202688,15,"Jabari Parker","Brandon Knight"
203953,201564,15,"Jabari Parker","O.J. Mayo"
203953,202336,15,"Jabari Parker",NA
203957,202330,126,"Dante Exum","Gordon Hayward"
203957,203918,45,"Dante Exum","Rodney Hood"
203957,202683,12,"Dante Exum","Enes Kanter"
203957,202344,67,"Dante Exum","Trevor Booker"
203994,201167,25,"Jusuf Nurkic","Arron Afflalo"
203994,201163,25,"Jusuf Nurkic","Wilson Chandler"
203994,202702,25,"Jusuf Nurkic","Kenneth Faried"
203994,201951,25,"Jusuf Nurkic","Ty Lawson"
204014,101133,21,"Damjan Rudez","Ian Mahinmi"
204014,2449,21,"Damjan Rudez","Luis Scola"
204014,201155,21,"Damjan Rudez","Rodney Stuckey"
204014,201228,21,"Damjan Rudez","CJ Watson"
204028,2772,12,"Tarik Black","Trevor Ariza"
204028,201935,12,"Tarik Black","James Harden"
204028,202700,12,"Tarik Black","Donatas Motiejunas"
204028,1891,12,"Tarik Black","Jason Terry"
204038,200811,12,"Langston Galloway","Lou Amundson"
204038,200745,12,"Langston Galloway","Andrea Bargnani"
204038,203499,12,"Langston Galloway","Shane Larkin"
204038,202498,12,"Langston Galloway","Lance Thomas"
204060,202324,97,"Joe Ingles","Derrick Favors"
204060,202330,135,"Joe Ingles","Gordon Hayward"
204060,202344,38,"Joe Ingles","Trevor Booker"
204060,203497,95,"Joe Ingles","Rudy Gobert"
